CustomerID,Age,Gender,Income,Campaign_Type,Campaign_Cost,Clicked_Ad,Purchased,Revenue
91,46,Female,106282,Social Media,2821,1,1,6986
92,32,Female,25188,Email,906,1,0,0
93,62,Female,127106,TV,1164,1,1,3487
94,18,Female,148346,TV,988,1,0,0
95,42,Male,49680,Social Media,3023,0,0,0
96,24,Female,123361,Email,420,1,1,9840
97,26,Female,80119,Email,4057,1,1,1280
98,41,Female,122302,Email,2482,1,1,4905
99,18,Female,94400,SMS,3331,1,1,2653
100,61,Male,75718,Social Media,2411,0,0,0
101,25,Male,56445,SMS,3701,0,0,0
102,41,Female,25796,Email,1600,1,0,0
103,28,Male,67218,Email,1668,0,0,0
104,34,Male,59131,Email,3381,0,0,0
105,25,Female,28123,TV,1619,1,0,0
106,52,Female,28222,Social Media,2018,0,0,0
107,52,Female,44074,TV,4189,0,0,0
108,50,Female,131958,SMS,1965,0,0,0
109,22,Female,136088,TV,1505,1,1,1669
110,59,Male,49825,Social Media,2823,0,0,0
111,56,Female,56839,TV,104,1,1,7536
112,58,Female,127112,Email,1268,0,0,0
113,45,Female,147514,SMS,2498,0,0,0
114,24,Male,88322,SMS,2730,0,0,0
115,26,Female,76321,Email,447,1,1,2390
116,25,Female,119174,Email,4320,0,0,0
117,29,Female,122500,Email,1913,1,0,0
118,51,Male,130100,Social Media,3442,1,0,0
119,50,Female,45988,TV,2674,1,0,0
120,40,Female,55507,SMS,3925,1,1,6743
121,41,Female,119244,TV,4693,0,0,0
122,54,Male,118644,Email,152,0,0,0
123,52,Female,145788,Email,248,1,1,5466
124,61,Female,115251,TV,602,1,1,865
125,57,Female,43806,SMS,969,1,0,0
126,39,Male,56901,Social Media,3621,1,1,1156
127,44,Female,37043,TV,4414,1,0,0
128,52,Female,95761,Email,3971,0,0,0
129,18,Female,29752,Email,1400,1,0,0
130,52,Male,88993,Social Media,2599,1,1,4560
131,54,Male,62616,TV,4133,1,1,6099
132,64,Female,72127,Social Media,3389,0,0,0
133,31,Male,94777,Social Media,4933,1,0,0
134,20,Male,20453,SMS,3953,1,0,0
135,18,Male,95432,SMS,2551,0,0,0
136,22,Female,142872,Email,4485,1,1,9143
137,43,Female,107362,TV,438,0,0,0
138,31,Male,30976,SMS,2924,1,0,0
139,56,Male,134176,Email,1793,0,0,0
140,44,Male,119122,TV,1086,0,0,0
141,26,Female,90404,Email,3590,0,0,0
142,32,Female,101932,SMS,2833,1,1,6777
143,32,Male,117170,Email,3867,0,0,0
144,43,Male,97707,TV,4176,1,1,2665
145,59,Male,109647,TV,2106,1,0,0
146,30,Male,53688,Email,3207,1,1,2293
147,49,Female,106840,TV,4568,0,0,0
148,56,Male,137106,Email,3430,1,1,6505
149,49,Female,127810,TV,3141,1,0,0
150,21,Male,124779,Email,630,0,0,0
151,47,Male,113789,Email,1023,0,0,0
152,54,Male,116516,Email,4218,0,0,0
153,40,Male,22017,Social Media,340,1,0,0
154,56,Male,27957,TV,1996,0,0,0
155,62,Female,134534,SMS,3424,0,0,0
156,32,Male,127724,Email,913,1,0,0
157,60,Male,24792,Social Media,4850,0,0,0
158,46,Male,75982,SMS,882,1,1,8703
159,53,Female,33237,Email,4155,1,0,0
160,30,Female,71586,SMS,107,0,0,0
161,49,Female,101787,Social Media,3873,1,1,3523
162,24,Female,39252,SMS,4770,0,0,0
163,39,Male,30707,Email,3239,0,0,0
164,45,Male,54206,SMS,3889,1,0,0
165,19,Male,114276,SMS,4151,0,0,0
166,59,Female,23543,Email,617,1,0,0
167,62,Male,64135,Social Media,3290,0,0,0
168,23,Male,136469,Social Media,3202,0,0,0
169,45,Female,133824,SMS,4678,1,1,4519
170,45,Female,124647,TV,2816,0,0,0
171,61,Female,55031,SMS,678,1,1,6356
172,61,Male,62929,TV,4582,0,0,0
173,37,Male,85747,SMS,4607,1,1,8118
174,47,Female,77851,Social Media,1965,0,0,0
175,28,Male,75311,SMS,1476,0,0,0
176,45,Female,132113,SMS,3038,0,0,0
177,42,Female,125331,TV,1005,0,0,0
178,56,Male,85867,Social Media,1064,1,1,8867
179,50,Female,108780,TV,2076,0,0,0
180,18,Female,77196,SMS,4859,0,0,0
181,44,Female,93705,Email,1987,0,0,0
182,30,Male,77894,SMS,2547,1,1,8556
183,58,Female,107640,SMS,1091,1,1,5922
184,20,Female,127437,TV,3656,0,0,0
185,56,Female,34591,Email,4059,0,0,0
186,23,Female,117247,Email,3704,0,0,0
187,25,Female,68893,TV,1183,1,1,5865
188,44,Female,20727,Social Media,534,0,0,0
189,26,Female,41359,Email,120,0,0,0
190,54,Male,63822,Email,3022,1,0,0
191,50,Male,121547,TV,2025,1,1,5408
192,59,Female,135336,Social Media,1572,0,0,0
193,61,Male,123399,Social Media,1199,1,1,5682
194,41,Male,132113,SMS,2737,0,0,0
195,32,Female,108534,SMS,489,1,1,3600
196,49,Male,30929,TV,3513,0,0,0
197,49,Female,148588,Social Media,2715,0,0,0
198,41,Female,80091,TV,1454,1,1,3115
199,58,Female,100378,SMS,4621,0,0,0
200,29,Female,43519,TV,105,0,0,0
201,56,Female,37393,TV,290,0,0,0
202,19,Male,54318,Email,247,1,0,0
203,20,Female,94531,Email,4600,0,0,0
204,54,Male,114192,Email,4453,1,1,3311
205,34,Female,67934,SMS,3650,0,0,0
206,19,Female,125796,TV,4205,0,0,0
207,19,Female,130805,Email,1210,0,0,0
208,45,Male,101103,Email,3933,0,0,0
209,40,Female,48840,Email,724,1,0,0
210,54,Female,138089,SMS,4225,1,1,5222
211,49,Female,109367,SMS,2275,0,0,0
212,50,Female,33265,TV,3249,0,0,0
213,18,Male,25424,TV,1178,1,0,0
214,36,Female,40625,TV,3651,1,0,0
215,19,Male,99622,Email,2452,1,1,8921
216,61,Female,49187,Social Media,645,1,0,0
217,43,Male,55929,SMS,1295,0,0,0
218,49,Male,81892,Email,2169,1,1,8497
219,23,Female,40539,Email,3458,0,0,0
220,49,Female,76630,TV,2538,0,0,0
221,21,Male,110639,TV,716,1,1,8639
222,28,Female,113410,Email,4344,1,1,5633
223,34,Female,29215,SMS,3443,1,0,0
224,55,Female,59385,SMS,1911,0,0,0
225,41,Male,107580,Email,271,0,0,0
226,22,Female,97462,Social Media,4242,0,0,0
227,51,Female,133396,Social Media,725,1,0,0
228,23,Female,117037,SMS,4163,0,0,0
229,39,Male,115310,TV,2354,1,0,0
230,28,Female,45008,Social Media,552,0,0,0
231,33,Male,68928,Social Media,1518,1,1,9327
232,50,Female,103096,TV,853,1,0,0
233,26,Male,109876,Social Media,3472,0,0,0
234,23,Female,44976,Email,2823,0,0,0
235,33,Female,133942,Social Media,3110,1,1,5890
236,46,Male,144984,TV,3011,0,0,0
237,20,Male,47626,Email,1325,1,0,0
238,37,Male,118256,Social Media,267,1,1,2763
239,53,Female,120537,SMS,3785,0,0,0
240,36,Female,79789,Email,185,1,1,5754
241,43,Female,24700,Email,1777,0,0,0
242,20,Female,129331,SMS,2082,1,1,3311
243,36,Male,83645,SMS,1586,0,0,0
244,37,Female,140594,Social Media,541,1,1,7727
245,49,Female,93396,Social Media,370,0,0,0
246,24,Female,27526,TV,443,0,0,0
247,58,Female,123863,TV,1306,0,0,0
248,50,Female,59500,Email,3181,1,0,0
249,57,Female,88049,SMS,1357,0,0,0
250,56,Female,93366,SMS,2391,1,1,9796
251,35,Male,100317,TV,1632,0,0,0
252,57,Female,79117,Email,3522,1,1,5612
253,18,Female,76096,Email,4462,1,0,0
254,28,Female,27910,TV,1753,0,0,0
255,45,Female,101383,TV,338,0,0,0
256,42,Male,91185,TV,1014,0,0,0
257,40,Male,70248,Social Media,1538,0,0,0
258,48,Male,94656,Email,3116,0,0,0
259,47,Male,21951,Email,1560,1,0,0
260,59,Male,85212,Email,3179,0,0,0
261,52,Male,95701,TV,2358,1,1,3703
262,24,Female,99888,TV,466,1,1,857
263,33,Male,95282,TV,3091,0,0,0
264,43,Male,129274,TV,3841,1,1,5912
265,19,Female,114533,SMS,185,0,0,0
266,18,Male,61954,TV,2593,1,0,0
267,29,Female,109719,Social Media,4815,0,0,0
268,22,Female,28804,SMS,231,1,0,0
269,54,Male,112705,SMS,1003,1,1,6087
270,49,Female,20595,TV,3556,0,0,0
271,26,Male,49592,Email,1321,1,0,0
272,58,Male,60643,TV,1863,0,0,0
273,52,Female,143721,Email,2904,0,0,0
274,36,Female,82665,TV,1326,1,0,0
275,33,Male,40823,TV,1384,0,0,0
276,20,Female,25972,Email,789,1,0,0
277,37,Female,35882,Email,4882,0,0,0
278,41,Male,86394,Email,4981,1,0,0
279,50,Male,91055,Email,4535,0,0,0
280,41,Female,43769,Social Media,4607,0,0,0
281,28,Male,45020,Email,2096,0,0,0
282,25,Male,62748,TV,4481,0,0,0
283,53,Male,122621,TV,1209,0,0,0
284,55,Male,105374,Social Media,529,0,0,0
285,57,Male,64912,Email,4226,0,0,0
286,37,Male,32879,TV,3881,0,0,0
287,52,Male,53798,Social Media,702,0,0,0
288,42,Female,127791,TV,539,0,0,0
289,52,Male,109826,Social Media,1084,0,0,0
290,42,Female,66073,Social Media,2018,1,1,2626
291,46,Female,95791,SMS,4607,0,0,0
292,35,Female,86983,SMS,627,0,0,0
293,63,Male,63005,Email,4505,0,0,0
294,35,Male,114731,SMS,3096,1,0,0
295,19,Female,22850,Social Media,3567,0,0,0
296,52,Male,48400,TV,1461,1,0,0
297,33,Female,144948,TV,803,0,0,0
298,58,Male,31953,Email,762,0,0,0
299,53,Male,126410,SMS,464,1,0,0
300,50,Female,145155,Email,1022,0,0,0
301,21,Female,43535,Social Media,3956,0,0,0
302,50,Female,95536,SMS,275,1,1,3545
303,31,Male,95039,Email,1035,1,0,0
304,38,Female,141640,TV,481,1,0,0
305,37,Male,101029,TV,405,1,1,2585
306,25,Male,24055,Email,4797,1,0,0
307,24,Male,58170,Email,2490,1,0,0
308,20,Female,145331,Email,2303,0,0,0
309,34,Female,117944,Social Media,4907,1,0,0
310,50,Female,127585,Social Media,1565,1,0,0
311,29,Male,119976,TV,3371,0,0,0
312,39,Male,48251,Social Media,502,0,0,0
313,39,Female,24532,Social Media,4809,0,0,0
314,63,Male,24924,SMS,2770,1,0,0
315,47,Male,68037,Social Media,1901,0,0,0
316,55,Female,98082,SMS,2750,1,0,0
317,55,Female,112115,Social Media,276,0,0,0
318,62,Female,91621,TV,4644,1,1,8580
319,25,Male,97926,Email,842,0,0,0
320,44,Male,98816,TV,2448,1,1,7262
321,44,Male,109654,Social Media,4502,1,1,8558
322,51,Male,90400,Email,850,1,1,6968
323,38,Male,127620,Email,968,1,1,4474
324,47,Female,119525,Email,4162,1,1,9875
325,50,Male,121164,SMS,4067,0,0,0
326,45,Male,112385,TV,313,0,0,0
327,64,Male,113102,SMS,1717,1,0,0
328,50,Female,30702,Email,2630,0,0,0
329,22,Female,126732,TV,3433,0,0,0
330,36,Female,35385,TV,1697,0,0,0
331,21,Male,29336,Social Media,611,0,0,0
332,52,Female,85421,SMS,352,0,0,0
333,34,Female,51225,SMS,4233,1,1,1671
334,61,Female,56021,Social Media,728,0,0,0
335,45,Male,23782,SMS,3576,0,0,0
336,47,Female,108877,Email,1086,0,0,0
337,46,Male,135454,Email,1825,1,0,0
338,63,Male,137369,SMS,2193,1,1,3886
339,23,Female,109630,Social Media,1801,1,1,3567
340,52,Male,69111,TV,404,0,0,0
341,58,Female,109402,SMS,4178,1,1,1183
342,54,Male,139774,TV,2380,1,1,9567
343,41,Female,142652,Social Media,4440,1,1,1554
344,46,Female,104585,TV,2907,1,1,7711
345,63,Female,62719,Social Media,2986,0,0,0
346,48,Male,116528,Social Media,3554,0,0,0
347,52,Female,69037,Email,1124,0,0,0
348,50,Male,100103,Email,4412,0,0,0
349,38,Female,129987,Social Media,3075,1,1,1522
350,49,Male,145695,SMS,606,1,1,9141
351,40,Male,23513,Email,4956,1,0,0
352,50,Female,135183,Social Media,3051,0,0,0
353,20,Female,33335,TV,1153,0,0,0
354,35,Female,64140,TV,2774,0,0,0
355,42,Female,124126,SMS,2667,0,0,0
356,59,Female,100373,TV,2004,0,0,0
357,48,Male,97658,TV,4470,1,1,7923
358,20,Female,54840,Social Media,4687,0,0,0
359,57,Female,51007,TV,2994,1,1,1676
360,63,Male,76947,TV,1200,0,0,0
361,41,Female,126833,TV,3761,1,1,4113
362,49,Female,138637,TV,1736,0,0,0
363,64,Male,140721,Social Media,1555,0,0,0
364,39,Female,113220,TV,3713,1,1,7090
365,40,Female,46393,SMS,138,1,0,0
366,19,Female,77480,Email,3184,0,0,0
367,44,Male,137243,SMS,4339,0,0,0
368,59,Female,108290,Email,2831,0,0,0
369,19,Male,106335,SMS,2515,1,1,8126
370,43,Female,124263,Email,858,1,1,1333
371,34,Male,29107,Email,4442,0,0,0
372,57,Female,148181,Email,3216,0,0,0
373,50,Male,25993,Email,864,1,0,0
374,26,Male,116341,Social Media,2522,0,0,0
375,60,Male,113650,SMS,1414,1,1,1847
376,56,Male,123325,Email,4402,0,0,0
377,46,Male,144980,SMS,4095,0,0,0
378,59,Male,137595,TV,4129,0,0,0
379,43,Female,72066,Email,3793,0,0,0
380,52,Female,131850,SMS,3285,0,0,0
381,42,Male,62942,Social Media,2966,1,0,0
382,41,Male,36138,SMS,1417,1,0,0
383,30,Male,138558,Email,800,1,1,3985
384,24,Male,147408,TV,4483,1,1,9948
385,53,Female,64527,SMS,2301,0,0,0
386,62,Male,29190,TV,1693,0,0,0
387,37,Female,112259,Social Media,4087,1,1,1022
388,18,Female,139773,SMS,4245,0,0,0
389,25,Male,98422,SMS,1330,0,0,0
390,63,Male,75698,Social Media,2712,0,0,0
391,33,Female,102315,Social Media,3237,0,0,0
392,31,Female,113710,Social Media,2008,0,0,0
393,29,Male,49086,Email,1890,1,0,0
394,40,Male,37322,Email,3028,1,0,0
395,32,Male,128132,SMS,1188,1,1,7654
396,45,Female,145604,SMS,2481,1,0,0
397,51,Female,120814,SMS,4227,1,0,0
398,19,Male,139324,TV,3045,0,0,0
399,49,Female,103569,Social Media,3669,0,0,0
400,40,Female,105610,SMS,1265,1,1,996
401,39,Male,148921,Social Media,700,0,0,0
402,42,Male,23435,Email,2125,0,0,0
403,39,Female,121505,Social Media,1684,0,0,0
404,39,Female,73331,TV,1087,0,0,0
405,59,Male,48942,TV,2065,0,0,0
406,23,Male,79635,Social Media,1539,0,0,0
407,32,Male,49059,TV,4715,0,0,0
408,60,Male,77557,TV,968,1,1,5466
409,54,Male,133457,Email,2163,0,0,0
410,50,Female,72389,SMS,1229,1,0,0
411,25,Female,73014,TV,4478,0,0,0
412,61,Female,52826,SMS,4556,0,0,0
413,61,Female,50297,Social Media,3829,0,0,0
414,22,Male,63890,Social Media,2034,0,0,0
415,56,Male,41322,TV,1176,1,0,0
416,21,Male,55739,Social Media,1739,1,1,4943
417,23,Female,29719,Email,1492,1,0,0
418,62,Female,99553,TV,130,1,1,2521
419,49,Female,28314,TV,803,0,0,0
420,47,Male,113831,TV,968,0,0,0
421,64,Female,95164,Social Media,332,0,0,0
422,52,Male,127658,Social Media,1050,0,0,0
423,57,Male,97028,TV,158,0,0,0
424,33,Male,56113,SMS,2918,0,0,0
425,30,Male,137174,Social Media,3700,0,0,0
426,59,Male,35357,Social Media,3249,0,0,0
427,47,Male,118865,TV,401,0,0,0
428,36,Female,40365,SMS,2950,1,0,0
429,34,Male,59029,TV,3044,1,1,7672
430,36,Male,21737,Social Media,2023,1,0,0
431,45,Female,94632,TV,416,1,1,4347
432,43,Male,105474,TV,1988,0,0,0
433,54,Female,98218,TV,2815,0,0,0
434,43,Female,144606,SMS,4885,0,0,0
435,40,Female,47499,TV,1981,1,0,0
436,26,Male,130027,Social Media,3998,1,1,7544
437,29,Male,130402,TV,4213,0,0,0
438,18,Female,148692,SMS,1278,0,0,0
439,18,Male,127430,Email,3955,1,1,6259
440,64,Male,66157,SMS,4973,0,0,0
441,51,Female,76247,TV,4555,1,1,645
442,49,Female,148411,Email,431,0,0,0
443,42,Male,61034,TV,627,0,0,0
444,57,Female,20294,SMS,2159,1,0,0
445,62,Female,118072,Email,1198,1,0,0
446,18,Female,44596,Email,311,1,0,0
447,33,Male,118185,TV,1814,0,0,0
448,56,Male,31434,TV,2788,0,0,0
449,22,Male,78382,SMS,2430,1,1,9466
450,39,Female,58098,TV,3366,0,0,0
451,46,Male,24655,Email,1132,0,0,0
452,20,Female,103029,Social Media,1432,1,1,1760
453,29,Male,66228,Social Media,1940,0,0,0
454,43,Male,23771,SMS,4786,0,0,0
455,33,Female,94099,TV,2238,1,1,2523
456,54,Male,140811,SMS,4651,1,1,9772
457,39,Female,76799,Social Media,4191,0,0,0
458,46,Male,82257,Social Media,543,0,0,0
459,31,Male,37558,TV,4274,1,0,0
460,45,Female,119468,Email,1598,1,1,6537
461,22,Female,78436,TV,1026,1,1,2812
462,64,Female,127779,Social Media,722,0,0,0
463,47,Male,144891,Email,1579,0,0,0
464,63,Male,143725,SMS,3137,1,1,5338
465,22,Male,112103,Social Media,3485,1,1,6118
466,29,Female,143400,SMS,3418,1,1,1850
467,33,Female,52376,Email,333,0,0,0
468,43,Female,139154,SMS,1717,0,0,0
469,43,Male,107458,Social Media,2791,0,0,0
470,38,Male,97924,TV,2130,1,1,8641
471,56,Female,49332,SMS,486,1,0,0
472,53,Male,66737,Social Media,1734,0,0,0
473,50,Female,109031,Social Media,4233,0,0,0
474,47,Male,93970,Email,1284,0,0,0
475,54,Male,71952,Social Media,2067,0,0,0
476,40,Female,40991,TV,340,1,0,0
477,27,Male,47472,TV,661,1,0,0
478,22,Male,79946,SMS,2099,0,0,0
479,53,Female,125566,SMS,2029,0,0,0
480,51,Female,46849,SMS,2879,1,0,0
481,48,Male,21541,SMS,1775,0,0,0
482,27,Female,149237,TV,2615,0,0,0
483,36,Male,22765,Email,1777,1,0,0
484,49,Female,63074,SMS,4241,1,0,0
485,18,Male,122795,Email,3846,1,0,0
486,22,Male,49283,Social Media,3456,0,0,0
487,62,Female,121387,Social Media,1751,0,0,0
488,21,Male,140044,SMS,4277,0,0,0
489,33,Male,120161,Social Media,3941,0,0,0
490,41,Female,20769,Email,2541,1,0,0
491,33,Female,37806,Email,4985,0,0,0
492,19,Male,110518,Social Media,694,1,1,2042
493,45,Female,22972,SMS,2712,0,0,0
494,49,Female,38256,Email,4196,0,0,0
495,44,Male,123903,Email,1596,1,1,2763
496,37,Male,145574,TV,3655,0,0,0
497,41,Female,38653,SMS,4961,0,0,0
498,29,Female,123579,TV,4866,0,0,0
499,52,Female,106669,Social Media,3458,0,0,0
500,50,Male,59339,Social Media,1701,0,0,0
501,50,Male,45757,TV,1014,0,0,0
502,60,Male,123376,SMS,1944,1,1,6687
503,54,Male,62399,Email,2095,1,1,2775
504,29,Male,64013,Social Media,194,0,0,0
505,20,Male,117605,SMS,592,0,0,0
506,18,Male,34706,SMS,3169,1,0,0
507,50,Female,58231,Social Media,249,0,0,0
508,57,Female,47909,Social Media,1146,1,0,0
509,27,Male,125754,SMS,2903,1,1,966
510,60,Male,145777,Email,498,0,0,0
511,61,Male,96631,TV,4576,1,0,0
512,46,Female,77572,Social Media,651,1,1,3092
513,30,Male,105879,TV,394,1,0,0
514,29,Female,83767,SMS,1243,0,0,0
515,48,Female,46469,TV,555,0,0,0
516,63,Female,21313,Email,1653,1,0,0
517,19,Female,27847,SMS,268,0,0,0
518,52,Female,70222,Email,4905,1,0,0
519,40,Male,94702,SMS,2046,0,0,0
520,34,Male,29930,Email,353,0,0,0
521,43,Female,23285,SMS,2476,1,0,0
522,25,Male,143637,Email,1420,1,0,0
523,46,Female,55863,SMS,2983,1,1,8997
524,43,Female,36704,Email,3707,1,0,0
525,27,Male,38705,SMS,2225,0,0,0
526,43,Male,20555,Email,3596,0,0,0
527,51,Male,41323,Social Media,2340,1,0,0
528,58,Male,90968,TV,500,0,0,0
529,24,Male,86922,SMS,2256,1,1,3832
530,21,Female,73915,Email,2476,0,0,0
531,62,Male,129543,Social Media,462,0,0,0
532,28,Male,30619,SMS,4038,0,0,0
533,46,Male,92390,SMS,3951,0,0,0
534,53,Female,148918,SMS,3512,1,0,0
535,42,Male,128500,TV,2406,1,1,8532
536,38,Female,134337,Email,184,1,1,2846
537,53,Male,79274,Email,1924,0,0,0
538,27,Male,93173,SMS,3985,0,0,0
539,54,Female,41225,SMS,407,0,0,0
540,26,Male,131266,SMS,4457,0,0,0
541,41,Male,46739,Social Media,2021,0,0,0
542,52,Female,67708,SMS,730,0,0,0
543,52,Male,148041,TV,4875,0,0,0
544,53,Female,73019,Email,2471,0,0,0
545,35,Female,96154,TV,3400,0,0,0
546,56,Female,122097,SMS,3767,0,0,0
547,49,Female,27373,Social Media,826,0,0,0
548,41,Female,55281,SMS,1748,0,0,0
549,40,Male,40187,SMS,4412,1,0,0
550,49,Male,87863,SMS,1369,0,0,0
551,54,Male,117927,SMS,4643,1,1,1098
552,29,Female,127113,SMS,418,0,0,0
553,30,Female,104085,Email,3575,1,1,569
554,40,Female,137996,TV,2878,0,0,0
555,42,Female,59220,Social Media,3158,1,1,4159
556,52,Male,142755,SMS,4234,0,0,0
557,58,Male,27642,Social Media,1702,1,0,0
558,47,Female,99971,Email,2356,0,0,0
559,34,Female,75556,TV,929,0,0,0
560,37,Male,53760,SMS,955,1,1,3183
561,42,Female,58192,Email,2748,0,0,0
562,39,Female,144257,Email,1958,1,0,0
563,30,Female,24381,TV,1202,0,0,0
564,36,Male,116583,SMS,2581,0,0,0
565,53,Male,39558,TV,1920,1,0,0
566,29,Female,50782,TV,2179,0,0,0
567,58,Male,24782,Social Media,3258,0,0,0
568,36,Female,111417,Social Media,2540,1,1,2575
569,29,Female,74712,TV,3784,1,1,1282
570,26,Male,125764,Social Media,1355,1,1,4306
571,24,Female,114945,Email,3057,0,0,0
572,45,Female,39462,TV,3751,0,0,0
573,31,Male,80030,SMS,2339,0,0,0
574,48,Female,88519,SMS,2039,0,0,0
575,36,Female,76411,Email,369,1,0,0
576,64,Female,75206,SMS,4930,0,0,0
577,33,Male,117469,SMS,4164,0,0,0
578,22,Female,66950,TV,3875,0,0,0
579,52,Male,22523,Email,1212,1,0,0
580,29,Female,80926,TV,748,1,1,7062
581,42,Female,29677,Email,1279,1,0,0
582,38,Female,95828,TV,2242,0,0,0
583,53,Female,35089,TV,116,1,0,0
584,40,Male,24581,Social Media,216,1,0,0
585,33,Male,31907,SMS,1645,0,0,0
586,56,Female,25609,Email,3251,0,0,0
587,62,Female,71153,SMS,2793,0,0,0
588,59,Female,70539,Social Media,4189,0,0,0
589,56,Female,64143,Email,1376,1,1,2778
590,31,Female,42936,Social Media,3340,0,0,0
591,48,Female,70182,SMS,3888,0,0,0
592,22,Female,128261,TV,471,1,1,7030
593,52,Female,131259,Social Media,2907,1,0,0
594,40,Male,119524,Social Media,255,1,1,1424
595,46,Male,115042,TV,2761,0,0,0
596,60,Male,33163,SMS,564,0,0,0
597,28,Female,146686,Social Media,4978,0,0,0
598,35,Female,79758,SMS,4999,0,0,0
599,64,Female,66057,TV,4415,0,0,0
600,29,Male,32537,Email,1873,0,0,0
601,26,Female,42419,Social Media,216,0,0,0
602,27,Male,62578,SMS,2203,0,0,0
603,61,Female,94991,TV,1474,0,0,0
604,34,Male,141211,TV,3303,1,1,6448
605,55,Male,142762,Social Media,4503,1,1,3978
606,24,Male,94599,Email,3646,0,0,0
607,63,Female,20834,Social Media,4077,0,0,0
608,30,Male,52214,SMS,4417,0,0,0
609,57,Female,112934,TV,1296,0,0,0
610,59,Female,143798,Email,3511,0,0,0
611,26,Female,120028,SMS,896,1,0,0
612,44,Female,141286,Social Media,3992,1,1,7954
